number,name,base_name,form_name,primary_type,secondary_type,total,hp,attack,defense,sp_atk,sp_def,speed,link,sprite_url
0103,Exeggutor,Exeggutor,,Grass,Psychic,530,95,95,85,125,75,55,https://pokemondb.net/pokedex/exeggutor,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/exeggutor.avif
0103,Exeggutor (Alolan Exeggutor),Exeggutor,Alolan Exeggutor,Grass,Dragon,530,95,105,85,125,75,45,https://pokemondb.net/pokedex/exeggutor,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/exeggutor-alolan.avif
0104,Cubone,Cubone,,Ground,,320,50,50,95,40,50,35,https://pokemondb.net/pokedex/cubone,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/cubone.avif
0105,Marowak,Marowak,,Ground,,425,60,80,110,50,80,45,https://pokemondb.net/pokedex/marowak,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/marowak.avif
0105,Marowak (Alolan Marowak),Marowak,Alolan Marowak,Fire,Ghost,425,60,80,110,50,80,45,https://pokemondb.net/pokedex/marowak,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/marowak-alolan.avif
0106,Hitmonlee,Hitmonlee,,Fighting,,455,50,120,53,35,110,87,https://pokemondb.net/pokedex/hitmonlee,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/hitmonlee.avif
0107,Hitmonchan,Hitmonchan,,Fighting,,455,50,105,79,35,110,76,https://pokemondb.net/pokedex/hitmonchan,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/hitmonchan.avif
0108,Lickitung,Lickitung,,Normal,,385,90,55,75,60,75,30,https://pokemondb.net/pokedex/lickitung,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/lickitung.avif
0109,Koffing,Koffing,,Poison,,340,40,65,95,60,45,35,https://pokemondb.net/pokedex/koffing,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/koffing.avif
0110,Weezing,Weezing,,Poison,,490,65,90,120,85,70,60,https://pokemondb.net/pokedex/weezing,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/weezing.avif
0110,Weezing (Galarian Weezing),Weezing,Galarian Weezing,Poison,Fairy,490,65,90,120,85,70,60,https://pokemondb.net/pokedex/weezing,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/weezing-galarian.avif
0111,Rhyhorn,Rhyhorn,,Ground,Rock,345,80,85,95,30,30,25,https://pokemondb.net/pokedex/rhyhorn,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/rhyhorn.avif
0112,Rhydon,Rhydon,,Ground,Rock,485,105,130,120,45,45,40,https://pokemondb.net/pokedex/rhydon,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/rhydon.avif
0113,Chansey,Chansey,,Normal,,450,250,5,5,35,105,50,https://pokemondb.net/pokedex/chansey,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/chansey.avif
0114,Tangela,Tangela,,Grass,,435,65,55,115,100,40,60,https://pokemondb.net/pokedex/tangela,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/tangela.avif
0115,Kangaskhan,Kangaskhan,,Normal,,490,105,95,80,40,80,90,https://pokemondb.net/pokedex/kangaskhan,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/kangaskhan.avif
0115,Kangaskhan (Mega Kangaskhan),Kangaskhan,Mega Kangaskhan,Normal,,590,105,125,100,60,100,100,https://pokemondb.net/pokedex/kangaskhan,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/kangaskhan-mega.avif
0116,Horsea,Horsea,,Water,,295,30,40,70,70,25,60,https://pokemondb.net/pokedex/horsea,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/horsea.avif
0117,Seadra,Seadra,,Water,,440,55,65,95,95,45,85,https://pokemondb.net/pokedex/seadra,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/seadra.avif
0118,Goldeen,Goldeen,,Water,,320,45,67,60,35,50,63,https://pokemondb.net/pokedex/goldeen,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/goldeen.avif
0119,Seaking,Seaking,,Water,,450,80,92,65,65,80,68,https://pokemondb.net/pokedex/seaking,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/seaking.avif
0120,Staryu,Staryu,,Water,,340,30,45,55,70,55,85,https://pokemondb.net/pokedex/staryu,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/staryu.avif
0121,Starmie,Starmie,,Water,Psychic,520,60,75,85,100,85,115,https://pokemondb.net/pokedex/starmie,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/starmie.avif
0122,Mr. Mime,Mr. Mime,,Psychic,Fairy,460,40,45,65,100,120,90,https://pokemondb.net/pokedex/mr-mime,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/mr-mime.avif
0122,Mr. Mime (Galarian Mr. Mime),Mr. Mime,Galarian Mr. Mime,Ice,Psychic,460,50,65,65,90,90,100,https://pokemondb.net/pokedex/mr-mime,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/mr-mime-galarian.avif
0123,Scyther,Scyther,,Bug,Flying,500,70,110,80,55,80,105,https://pokemondb.net/pokedex/scyther,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/scyther.avif
0124,Jynx,Jynx,,Ice,Psychic,455,65,50,35,115,95,95,https://pokemondb.net/pokedex/jynx,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/jynx.avif
0125,Electabuzz,Electabuzz,,Electric,,490,65,83,57,95,85,105,https://pokemondb.net/pokedex/electabuzz,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/electabuzz.avif
0126,Magmar,Magmar,,Fire,,495,65,95,57,100,85,93,https://pokemondb.net/pokedex/magmar,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/magmar.avif
0127,Pinsir,Pinsir,,Bug,,500,65,125,100,55,70,85,https://pokemondb.net/pokedex/pinsir,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/pinsir.avif
0127,Pinsir (Mega Pinsir),Pinsir,Mega Pinsir,Bug,Flying,600,65,155,120,65,90,105,https://pokemondb.net/pokedex/pinsir,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/pinsir-mega.avif
0128,Tauros,Tauros,,Normal,,490,75,100,95,40,70,110,https://pokemondb.net/pokedex/tauros,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/tauros.avif
0128,Tauros (Combat Breed),Tauros,Combat Breed,Fighting,,490,75,110,105,30,70,100,https://pokemondb.net/pokedex/tauros,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/tauros-paldean-combat.avif
0128,Tauros (Blaze Breed),Tauros,Blaze Breed,Fighting,Fire,490,75,110,105,30,70,100,https://pokemondb.net/pokedex/tauros,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/tauros-paldean-blaze.avif
0128,Tauros (Aqua Breed),Tauros,Aqua Breed,Fighting,Water,490,75,110,105,30,70,100,https://pokemondb.net/pokedex/tauros,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/tauros-paldean-aqua.avif
0129,Magikarp,Magikarp,,Water,,200,20,10,55,15,20,80,https://pokemondb.net/pokedex/magikarp,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/magikarp.avif
0130,Gyarados,Gyarados,,Water,Flying,540,95,125,79,60,100,81,https://pokemondb.net/pokedex/gyarados,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/gyarados.avif
0130,Gyarados (Mega Gyarados),Gyarados,Mega Gyarados,Water,Dark,640,95,155,109,70,130,81,https://pokemondb.net/pokedex/gyarados,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/gyarados-mega.avif
0131,Lapras,Lapras,,Water,Ice,535,130,85,80,85,95,60,https://pokemondb.net/pokedex/lapras,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/lapras.avif
0132,Ditto,Ditto,,Normal,,288,48,48,48,48,48,48,https://pokemondb.net/pokedex/ditto,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/ditto.avif
0133,Eevee,Eevee,,Normal,,325,55,55,50,45,65,55,https://pokemondb.net/pokedex/eevee,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/eevee.avif
0133,Eevee (Partner Eevee),Eevee,Partner Eevee,Normal,,435,65,75,70,65,85,75,https://pokemondb.net/pokedex/eevee,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/eevee-lets-go.avif
0134,Vaporeon,Vaporeon,,Water,,525,130,65,60,110,95,65,https://pokemondb.net/pokedex/vaporeon,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/vaporeon.avif
0135,Jolteon,Jolteon,,Electric,,525,65,65,60,110,95,130,https://pokemondb.net/pokedex/jolteon,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/jolteon.avif
0136,Flareon,Flareon,,Fire,,525,65,130,60,95,110,65,https://pokemondb.net/pokedex/flareon,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/flareon.avif
0137,Porygon,Porygon,,Normal,,395,65,60,70,85,75,40,https://pokemondb.net/pokedex/porygon,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/porygon.avif
0138,Omanyte,Omanyte,,Rock,Water,355,35,40,100,90,55,35,https://pokemondb.net/pokedex/omanyte,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/omanyte.avif
0139,Omastar,Omastar,,Rock,Water,495,70,60,125,115,70,55,https://pokemondb.net/pokedex/omastar,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/omastar.avif
0140,Kabuto,Kabuto,,Rock,Water,355,30,80,90,55,45,55,https://pokemondb.net/pokedex/kabuto,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/kabuto.avif
0141,Kabutops,Kabutops,,Rock,Water,495,60,115,105,65,70,80,https://pokemondb.net/pokedex/kabutops,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/kabutops.avif
0142,Aerodactyl,Aerodactyl,,Rock,Flying,515,80,105,65,60,75,130,https://pokemondb.net/pokedex/aerodactyl,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/aerodactyl.avif
0142,Aerodactyl (Mega Aerodactyl),Aerodactyl,Mega Aerodactyl,Rock,Flying,615,80,135,85,70,95,150,https://pokemondb.net/pokedex/aerodactyl,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/aerodactyl-mega.avif
0143,Snorlax,Snorlax,,Normal,,540,160,110,65,65,110,30,https://pokemondb.net/pokedex/snorlax,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/snorlax.avif
0144,Articuno,Articuno,,Ice,Flying,580,90,85,100,95,125,85,https://pokemondb.net/pokedex/articuno,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/articuno.avif
0144,Articuno (Galarian Articuno),Articuno,Galarian Articuno,Psychic,Flying,580,90,85,85,125,100,95,https://pokemondb.net/pokedex/articuno,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/articuno-galarian.avif
0145,Zapdos,Zapdos,,Electric,Flying,580,90,90,85,125,90,100,https://pokemondb.net/pokedex/zapdos,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/zapdos.avif
0145,Zapdos (Galarian Zapdos),Zapdos,Galarian Zapdos,Fighting,Flying,580,90,125,90,85,90,100,https://pokemondb.net/pokedex/zapdos,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/zapdos-galarian.avif
0146,Moltres,Moltres,,Fire,Flying,580,90,100,90,125,85,90,https://pokemondb.net/pokedex/moltres,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/moltres.avif
0146,Moltres (Galarian Moltres),Moltres,Galarian Moltres,Dark,Flying,580,90,85,90,100,125,90,https://pokemondb.net/pokedex/moltres,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/moltres-galarian.avif
0147,Dratini,Dratini,,Dragon,,300,41,64,45,50,50,50,https://pokemondb.net/pokedex/dratini,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/dratini.avif
0148,Dragonair,Dragonair,,Dragon,,420,61,84,65,70,70,70,https://pokemondb.net/pokedex/dragonair,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/dragonair.avif
0149,Dragonite,Dragonite,,Dragon,Flying,600,91,134,95,100,100,80,https://pokemondb.net/pokedex/dragonite,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/dragonite.avif
0149,Dragonite (Mega Dragonite),Dragonite,Mega Dragonite,Dragon,Flying,700,91,124,115,145,125,100,https://pokemondb.net/pokedex/dragonite,https://img.pokemondb.net/s.png
0150,Mewtwo,Mewtwo,,Psychic,,680,106,110,90,154,90,130,https://pokemondb.net/pokedex/mewtwo,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/mewtwo.avif
0150,Mewtwo (Mega Mewtwo X),Mewtwo,Mega Mewtwo X,Psychic,Fighting,780,106,190,100,154,100,130,https://pokemondb.net/pokedex/mewtwo,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/mewtwo-mega-x.avif
0150,Mewtwo (Mega Mewtwo Y),Mewtwo,Mega Mewtwo Y,Psychic,,780,106,150,70,194,120,140,https://pokemondb.net/pokedex/mewtwo,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/mewtwo-mega-y.avif
0151,Mew,Mew,,Psychic,,600,100,100,100,100,100,100,https://pokemondb.net/pokedex/mew,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/mew.avif
0152,Chikorita,Chikorita,,Grass,,318,45,49,65,49,65,45,https://pokemondb.net/pokedex/chikorita,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/chikorita.avif
0153,Bayleef,Bayleef,,Grass,,405,60,62,80,63,80,60,https://pokemondb.net/pokedex/bayleef,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/bayleef.avif
0154,Meganium,Meganium,,Grass,,525,80,82,100,83,100,80,https://pokemondb.net/pokedex/meganium,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/meganium.avif
0155,Cyndaquil,Cyndaquil,,Fire,,309,39,52,43,60,50,65,https://pokemondb.net/pokedex/cyndaquil,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/cyndaquil.avif
0156,Quilava,Quilava,,Fire,,405,58,64,58,80,65,80,https://pokemondb.net/pokedex/quilava,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/quilava.avif
0157,Typhlosion,Typhlosion,,Fire,,534,78,84,78,109,85,100,https://pokemondb.net/pokedex/typhlosion,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/typhlosion.avif
0157,Typhlosion (Hisuian Typhlosion),Typhlosion,Hisuian Typhlosion,Fire,Ghost,534,73,84,78,119,85,95,https://pokemondb.net/pokedex/typhlosion,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/typhlosion-hisuian.avif
0158,Totodile,Totodile,,Water,,314,50,65,64,44,48,43,https://pokemondb.net/pokedex/totodile,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/totodile.avif
0159,Croconaw,Croconaw,,Water,,405,65,80,80,59,63,58,https://pokemondb.net/pokedex/croconaw,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/croconaw.avif
0160,Feraligatr,Feraligatr,,Water,,530,85,105,100,79,83,78,https://pokemondb.net/pokedex/feraligatr,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/feraligatr.avif
0161,Sentret,Sentret,,Normal,,215,35,46,34,35,45,20,https://pokemondb.net/pokedex/sentret,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/sentret.avif
0162,Furret,Furret,,Normal,,415,85,76,64,45,55,90,https://pokemondb.net/pokedex/furret,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/furret.avif
0163,Hoothoot,Hoothoot,,Normal,Flying,262,60,30,30,36,56,50,https://pokemondb.net/pokedex/hoothoot,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/hoothoot.avif
0164,Noctowl,Noctowl,,Normal,Flying,452,100,50,50,86,96,70,https://pokemondb.net/pokedex/noctowl,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/noctowl.avif
0165,Ledyba,Ledyba,,Bug,Flying,265,40,20,30,40,80,55,https://pokemondb.net/pokedex/ledyba,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/ledyba.avif
0166,Ledian,Ledian,,Bug,Flying,390,55,35,50,55,110,85,https://pokemondb.net/pokedex/ledian,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/ledian.avif
0167,Spinarak,Spinarak,,Bug,Poison,250,40,60,40,40,40,30,https://pokemondb.net/pokedex/spinarak,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/spinarak.avif
0168,Ariados,Ariados,,Bug,Poison,400,70,90,70,60,70,40,https://pokemondb.net/pokedex/ariados,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/ariados.avif
0169,Crobat,Crobat,,Poison,Flying,535,85,90,80,70,80,130,https://pokemondb.net/pokedex/crobat,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/crobat.avif
0170,Chinchou,Chinchou,,Water,Electric,330,75,38,38,56,56,67,https://pokemondb.net/pokedex/chinchou,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/chinchou.avif
0171,Lanturn,Lanturn,,Water,Electric,460,125,58,58,76,76,67,https://pokemondb.net/pokedex/lanturn,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/lanturn.avif
0172,Pichu,Pichu,,Electric,,205,20,40,15,35,35,60,https://pokemondb.net/pokedex/pichu,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/pichu.avif
0173,Cleffa,Cleffa,,Fairy,,218,50,25,28,45,55,15,https://pokemondb.net/pokedex/cleffa,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/cleffa.avif
0174,Igglybuff,Igglybuff,,Normal,Fairy,210,90,30,15,40,20,15,https://pokemondb.net/pokedex/igglybuff,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/igglybuff.avif
0175,Togepi,Togepi,,Fairy,,245,35,20,65,40,65,20,https://pokemondb.net/pokedex/togepi,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/togepi.avif
0176,Togetic,Togetic,,Fairy,Flying,405,55,40,85,80,105,40,https://pokemondb.net/pokedex/togetic,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/togetic.avif
0177,Natu,Natu,,Psychic,Flying,320,40,50,45,70,45,70,https://pokemondb.net/pokedex/natu,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/natu.avif
0178,Xatu,Xatu,,Psychic,Flying,470,65,75,70,95,70,95,https://pokemondb.net/pokedex/xatu,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/xatu.avif
0179,Mareep,Mareep,,Electric,,280,55,40,40,65,45,35,https://pokemondb.net/pokedex/mareep,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/mareep.avif
0180,Flaaffy,Flaaffy,,Electric,,365,70,55,55,80,60,45,https://pokemondb.net/pokedex/flaaffy,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/flaaffy.avif
0181,Ampharos,Ampharos,,Electric,,510,90,75,85,115,90,55,https://pokemondb.net/pokedex/ampharos,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/ampharos.avif
0181,Ampharos (Mega Ampharos),Ampharos,Mega Ampharos,Electric,Dragon,610,90,95,105,165,110,45,https://pokemondb.net/pokedex/ampharos,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/ampharos-mega.avif
0182,Bellossom,Bellossom,,Grass,,490,75,80,95,90,100,50,https://pokemondb.net/pokedex/bellossom,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/bellossom.avif
0183,Marill,Marill,,Water,Fairy,250,70,20,50,20,50,40,https://pokemondb.net/pokedex/marill,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/marill.avif
0184,Azumarill,Azumarill,,Water,Fairy,420,100,50,80,60,80,50,https://pokemondb.net/pokedex/azumarill,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/azumarill.avif
0185,Sudowoodo,Sudowoodo,,Rock,,410,70,100,115,30,65,30,https://pokemondb.net/pokedex/sudowoodo,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/sudowoodo.avif
0186,Politoed,Politoed,,Water,,500,90,75,75,90,100,70,https://pokemondb.net/pokedex/politoed,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/politoed.avif
0187,Hoppip,Hoppip,,Grass,Flying,250,35,35,40,35,55,50,https://pokemondb.net/pokedex/hoppip,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/hoppip.avif
0188,Skiploom,Skiploom,,Grass,Flying,340,55,45,50,45,65,80,https://pokemondb.net/pokedex/skiploom,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/skiploom.avif
0189,Jumpluff,Jumpluff,,Grass,Flying,460,75,55,70,55,95,110,https://pokemondb.net/pokedex/jumpluff,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/jumpluff.avif
0190,Aipom,Aipom,,Normal,,360,55,70,55,40,55,85,https://pokemondb.net/pokedex/aipom,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/aipom.avif
0191,Sunkern,Sunkern,,Grass,,180,30,30,30,30,30,30,https://pokemondb.net/pokedex/sunkern,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/sunkern.avif
0192,Sunflora,Sunflora,,Grass,,425,75,75,55,105,85,30,https://pokemondb.net/pokedex/sunflora,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/sunflora.avif
0193,Yanma,Yanma,,Bug,Flying,390,65,65,45,75,45,95,https://pokemondb.net/pokedex/yanma,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/yanma.avif
0194,Wooper,Wooper,,Water,Ground,210,55,45,45,25,25,15,https://pokemondb.net/pokedex/wooper,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/wooper.avif
0194,Wooper (Paldean Wooper),Wooper,Paldean Wooper,Poison,Ground,210,55,45,45,25,25,15,https://pokemondb.net/pokedex/wooper,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/wooper-paldean.avif
0195,Quagsire,Quagsire,,Water,Ground,430,95,85,85,65,65,35,https://pokemondb.net/pokedex/quagsire,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/quagsire.avif
0196,Espeon,Espeon,,Psychic,,525,65,65,60,130,95,110,https://pokemondb.net/pokedex/espeon,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/espeon.avif
0197,Umbreon,Umbreon,,Dark,,525,95,65,110,60,130,65,https://pokemondb.net/pokedex/umbreon,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/umbreon.avif
0198,Murkrow,Murkrow,,Dark,Flying,405,60,85,42,85,42,91,https://pokemondb.net/pokedex/murkrow,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/murkrow.avif
0199,Slowking,Slowking,,Water,Psychic,490,95,75,80,100,110,30,https://pokemondb.net/pokedex/slowking,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/slowking.avif
