name,category,effect,sprite_url
Dragon Memory,Hold items,Changes Silvally and its move Multi-Attack to Dragon type.,https://img.pokemondb.net/sprites/items/dragon-memory.png
Dragon Scale,General items,Evolves Seadra when traded holding the item.,https://img.pokemondb.net/sprites/items/dragon-scale.png
Dragon Tera Shard,,Changes a Pokémon's Tera Type to .,https://img.pokemondb.net/s.png
Dragonium Z,Hold items,"Allows the use of Devastating Drake, the Dragon type Z-Move.",https://img.pokemondb.net/sprites/items/dragonium-z.png
Dratini Scales,General items,"Material obtained after defeating/catching Dratini, used in TM crafting.",https://img.pokemondb.net/s.png
Dread Plate,Hold items,Increases power of Dark-type moves. Changes Arceus' type to Dark.,https://img.pokemondb.net/sprites/items/dread-plate.png
Dream Ball,Pokeballs,A special Poké Ball that appears out of nowhere in a bag at the Entree Forest. It can catch any Pokémon.,https://img.pokemondb.net/sprites/items/dream-ball.png
Dreepy Powder,General items,"Material obtained after defeating/catching Dreepy, used in TM crafting.",https://img.pokemondb.net/s.png
Drifloon Gas,General items,"Material obtained after defeating/catching Drifloon, used in TM crafting.",https://img.pokemondb.net/s.png
Dropped Item,Hold items,The Xtransceiver found at the Nimbasa City amusement park. It seems it belongs to a boy.,https://img.pokemondb.net/sprites/items/xtransceiver.png
Drowzee Fur,General items,"Material obtained after defeating/catching Drowzee, used in TM crafting.",https://img.pokemondb.net/s.png
Dubious Disc,General items,Evolves Porygon2 when traded holding the item.,https://img.pokemondb.net/sprites/items/dubious-disc.png
Dunsparce Scales,General items,"Material obtained after defeating/catching Dunsparce, used in TM crafting.",https://img.pokemondb.net/s.png
Durin Berry,Berries,A Berry which is very rare in the Unova region. A maniac will buy it for a high price.,https://img.pokemondb.net/sprites/items/durin-berry.png
Dusk Ball,Pokeballs,Catches Pokémon at night or in caves with 3x the rate of a standard Poké Ball.,https://img.pokemondb.net/sprites/items/dusk-ball.png
Dusk Stone,General items,Evolves certain species of Pokémon.,https://img.pokemondb.net/sprites/items/dusk-stone.png
Dynamax Candy,Medicine,Raises Dynamax Level.,https://img.pokemondb.net/s.png
Dynite Ore,General items,Mysterious ore that can be obtained in the Max Lair. Something good will happen if you give it to a collector in the Crown Tundra.,https://img.pokemondb.net/s.png
Earth Plate,Hold items,Increases power of Ground-type moves. Changes Arceus' type to Ground.,https://img.pokemondb.net/sprites/items/earth-plate.png
Eevee Cup,,"A cup for big-time Pokémon fans. Kids will happily drink out of it, making it a boon to parents.",https://img.pokemondb.net/s.png
Eevee Fur,General items,"Material obtained after defeating/catching Eevee, used in TM crafting.",https://img.pokemondb.net/s.png
Eevium Z,Hold items,"Allows Eevee to upgrade Last Resort to a Z-Move, Extreme Evoboost.",https://img.pokemondb.net/sprites/items/eevium-z.png
Egg,,An ingredient with a touch of saltiness. It’s full of nutrients and can be enjoyed with all sorts of seasonings.,https://img.pokemondb.net/s.png
Eiscue Down,General items,"Material obtained after defeating/catching Eiscue, used in TM crafting.",https://img.pokemondb.net/s.png
Eject Button,Hold items,"If the holder is hit by an attack, it will switch with another Pokémon in your party.",https://img.pokemondb.net/sprites/items/eject-button.png
Eject Pack,Hold items,The Pokémon switches out if its stats are lowered.,https://img.pokemondb.net/s.png
Electirizer,General items,Evolves Electabuzz when traded holding the item.,https://img.pokemondb.net/sprites/items/electirizer.png
Electric Gem,Hold items,Increases the power of an Electric-type move only once.,https://img.pokemondb.net/sprites/items/electric-gem.png
Electric Memory,Hold items,Changes Silvally and its move Multi-Attack to Electric type.,https://img.pokemondb.net/sprites/items/electric-memory.png
Electric Seed,Hold items,An item to be held by a Pokémon. It boosts Defense on Electric Terrain. It can only be used once.,https://img.pokemondb.net/sprites/items/electric-seed.png
Electric Tera Shard,,Changes a Pokémon's Tera Type to Electric.,https://img.pokemondb.net/s.png
Electrium Z,Hold items,"Allows the use of Gigavolt Havoc, the Electric type Z-Move.",https://img.pokemondb.net/sprites/items/electrium-z.png
Elevator Key,Hold items,A card key that activates the elevator in Lysandre Labs. It is emblazoned with Team Flare's logo.,https://img.pokemondb.net/sprites/items/elevator-key.png
Elixir,Medicine,Restores 10 PP to all moves of a Pokémon.,https://img.pokemondb.net/sprites/items/elixir.png
Energy Powder,Medicine,Restores 60 HP but lowers Friendship.,https://img.pokemondb.net/sprites/items/energy-powder.png
Energy Root,Medicine,Restores 120 HP but lowers Friendship.,https://img.pokemondb.net/sprites/items/energy-root.png
Enigma Berry,Berries,"If held by a Pokémon, it restores its HP if it is hit by any supereffective attack.",https://img.pokemondb.net/sprites/items/enigma-berry.png
Escape Rope,General items,"A long, durable rope. Use it to escape instantly from a cave or a dungeon.",https://img.pokemondb.net/sprites/items/escape-rope.png
Ether,Medicine,Restores 10 PP to one move of a Pokémon.,https://img.pokemondb.net/sprites/items/ether.png
Everstone,Hold items,An item to be held by a Pokémon. The Pokémon holding this peculiar stone is prevented from evolving.,https://img.pokemondb.net/sprites/items/everstone.png
Eviolite,Hold items,"A mysterious evolutionary lump. When held, it raises the Defense and Sp. Def of a Pokémon that can still evolve.",https://img.pokemondb.net/sprites/items/eviolite.png
Exercise Ball,,"A big ball designed for exercising. It can work as a seat if you get tired, too.",https://img.pokemondb.net/s.png
Exp. Candy L,Medicine,"Increases the Pokémon's Exp points by 10,000.",https://img.pokemondb.net/s.png
Exp. Candy M,Medicine,"Increases the Pokémon's Exp points by 3,000.",https://img.pokemondb.net/s.png
Exp. Candy S,Medicine,Increases the Pokémon's Exp points by 800.,https://img.pokemondb.net/s.png
Exp. Candy XL,Medicine,"Increases the Pokémon's Exp. Points by 30,000.",https://img.pokemondb.net/s.png
Exp. Candy XS,Medicine,Increases the Pokémon's Exp points by 100.,https://img.pokemondb.net/s.png
Exp. Share,Hold items,An item to be held by a Pokémon. The holder gets a share of a battle's Exp. Points without battling.,https://img.pokemondb.net/sprites/items/exp-share.png
Expert Belt,Hold items,Increases the power of super-effective moves.,https://img.pokemondb.net/sprites/items/expert-belt.png
Fairium Z,Hold items,"Allows the use of Twinkle Tackle, the Fairy type Z-Move.",https://img.pokemondb.net/sprites/items/fairium-z.png
Fairy Gem,General items,Increases the power of a Fairy-type move only once.,https://img.pokemondb.net/sprites/items/fairy-gem.png
Fairy Memory,Hold items,Changes Silvally and its move Multi-Attack to Fairy type.,https://img.pokemondb.net/sprites/items/fairy-memory.png
Fairy Tera Shard,,Changes a Pokémon's Tera Type to Fairy.,https://img.pokemondb.net/s.png
Falinks Sweat,General items,"Material obtained after defeating/catching Falinks, used in TM crafting.",https://img.pokemondb.net/s.png
Fancy Apple,General items,One of the many ingredients that can be used for cooking at your camp. An apple chosen above others. It has spectacular form and a brilliant sheen.,https://img.pokemondb.net/s.png
Fast Ball,Pokeballs,A Poké Ball that makes it easier to catch Pokémon which are quick to run away.,https://img.pokemondb.net/sprites/items/fast-ball.png
Feather Ball,Pokeballs,,https://img.pokemondb.net/s.png
Festival Ticket,General items,A ticket that allows you to host a mission in Festival Plaza.,https://img.pokemondb.net/sprites/items/festival-ticket.png
Fidough Fur,General items,"Material obtained after defeating/catching Fidough, used in TM crafting.",https://img.pokemondb.net/s.png
Fighting Gem,Hold items,Increases the power of a Fighting-type move only once.,https://img.pokemondb.net/sprites/items/fighting-gem.png
Fighting Memory,Hold items,Changes Silvally and its move Multi-Attack to Fighting type.,https://img.pokemondb.net/sprites/items/fighting-memory.png
Fighting Tera Shard,,Changes a Pokémon's Tera Type to Fighting.,https://img.pokemondb.net/s.png
Fightinium Z,Hold items,"Allows the use of All-Out Pummeling, the Fighting type Z-Move.",https://img.pokemondb.net/sprites/items/fightinium-z.png
Figy Berry,Berries,"Restores HP if it's low, but may cause confusion.",https://img.pokemondb.net/sprites/items/figy-berry.png
Fine Remedy,Medicine,,https://img.pokemondb.net/s.png
Finizen Mucus,General items,"Material obtained after defeating/catching Finizen, used in TM crafting.",https://img.pokemondb.net/s.png
Finneon Scales,General items,"Material obtained after defeating/catching Finneon, used in TM crafting.",https://img.pokemondb.net/s.png
Fire Gem,Hold items,Increases the power of a Fire-type move only once.,https://img.pokemondb.net/sprites/items/fire-gem.png
Fire Memory,Hold items,Changes Silvally and its move Multi-Attack to Fire type.,https://img.pokemondb.net/sprites/items/fire-memory.png
Fire Pattern Cup,,"A cup that’s as good for using at home as on a picnic. It’s light, sturdy, and stacks well, so it’s a cinch to pack up and carry around.",https://img.pokemondb.net/s.png
Fire Stone,General items,Evolves certain species of Pokémon.,https://img.pokemondb.net/sprites/items/fire-stone.png
Fire Tera Shard,,Changes a Pokémon's Tera Type to Fire.,https://img.pokemondb.net/s.png
Firium Z,Hold items,"Allows the use of Inferno Overdrive, the Fire type Z-Move.",https://img.pokemondb.net/sprites/items/firium-z.png
Fist Plate,Hold items,Increases power of Fighting-type moves. Changes Arceus' type to Fighting.,https://img.pokemondb.net/sprites/items/fist-plate.png
Flabébé Pollen,General items,"Material obtained after defeating/catching Flabébé, used in TM crafting.",https://img.pokemondb.net/s.png
Flame Orb,Hold items,An item to be held by a Pokémon. It is a bizarre orb that inflicts a burn on the holder in battle.,https://img.pokemondb.net/sprites/items/flame-orb.png
Flame Plate,Hold items,Increases power of Fire-type moves. Changes Arceus' type to Fire.,https://img.pokemondb.net/sprites/items/flame-plate.png
Flamigo Down,General items,"Material obtained after defeating/catching Flamigo, used in TM crafting.",https://img.pokemondb.net/s.png
Fletchling Feather,General items,"Material obtained after defeating/catching Fletchling, used in TM crafting.",https://img.pokemondb.net/s.png
Flittle Down,General items,"Material obtained after defeating/catching Flittle, used in TM crafting.",https://img.pokemondb.net/s.png
Float Stone,Hold items,A very light stone. It reduces the weight of a Pokémon when held.,https://img.pokemondb.net/sprites/items/float-stone.png
Flower Pattern Cup,,"A cup for kids to use at picnics. It’s made of light but strong material. It’s stackable, which makes it handy for carrying around.",https://img.pokemondb.net/s.png
Flower Sweet,Hold items,Evolves Milcery into Flower Flavor Alcremie.,https://img.pokemondb.net/s.png
Fluffy Tail,General items,An item that attracts Pokémon. Use it to flee from any battle with a wild Pokémon.,https://img.pokemondb.net/sprites/items/fluffy-tail.png
Flying Gem,Hold items,Increases the power of a Flying-type move only once.,https://img.pokemondb.net/sprites/items/flying-gem.png
Flying Memory,Hold items,Changes Silvally and its move Multi-Attack to Flying type.,https://img.pokemondb.net/sprites/items/flying-memory.png
Flying Tera Shard,,Changes a Pokémon's Tera Type to Flying.,https://img.pokemondb.net/s.png
Flyinium Z,Hold items,"Allows the use of Supersonic Skystrike, the Flying type Z-Move.",https://img.pokemondb.net/sprites/items/flyinium-z.png
Focus Band,Hold items,"An item to be held by a Pokémon. The holder may endure a potential KO attack, leaving it with just 1 HP.",https://img.pokemondb.net/sprites/items/focus-band.png
Focus Sash,Hold items,"An item to be held by a Pokémon. If it has full HP, the holder will endure one potential KO attack, leaving 1 HP.",https://img.pokemondb.net/sprites/items/focus-sash.png
